epoch,train_loss,val_iou,val_dice,lr,secs
28,0.25068822862773105,0.6436079839462159,0.7831648303398322,0.00017065950798890252,64.55715870857239
29,0.24859409743341906,0.6453465219503272,0.7844505863547327,0.00016244372238601653,63.248523235321045
30,0.2461101780677664,0.6474770485812577,0.7860225417268658,0.00015419014560722746,63.81281042098999
31,0.24325238877329333,0.6456659452902065,0.7846865241856189,0.0001459238434939452,62.17747092247009
32,0.24225750842998767,0.6438553563885324,0.7833479434626782,0.00013766992053400234,62.335312366485596
33,0.2405767396606248,0.6405682656797583,0.7809102237075678,0.00012945344362014945,64.56189203262329
34,0.23812968247923358,0.650527446338365,0.7882661361148964,0.00012129936592272614,63.21932601928711
35,0.23986441883547552,0.6424640663244511,0.7823173480588514,0.00011323245110770226,65.97466135025024
36,0.2374761960629759,0.6402803641208901,0.7806962494049595,0.00010527719813023878,63.32196640968323
37,0.23980746618632612,0.639759422425379,0.7803088839448248,9.74577668321659e-05,64.92145776748657
38,0.23355133358774513,0.637818343181422,0.7788633529924638,8.979790456933748e-05,62.904911041259766
39,0.23665873223337633,0.6415124814302452,0.7816114573448716,8.232087409169173e-05,64.47485852241516
40,0.23491741357178525,0.6463852574285441,0.7852174993817914,7.504938289504468e-05,63.21073651313782
41,0.23316732953334676,0.6452503395060634,0.7843795245163484,6.80055142591709e-05,64.08433842658997
42,0.23136953094909932,0.6429933940298426,0.7827096522314606,6.12106601816095e-05,64.61617946624756
43,0.22956245366869302,0.6429112027985405,0.7826487538747114,5.4685456410869834e-05,62.85408902168274
44,0.2313999042428773,0.644543436525078,0.7838569930229377,4.844971977634239e-05,64.60643696784973
45,0.2265809950129739,0.6456493476059586,0.7846742667813529,4.252238800523841e-05,62.50233578681946
46,0.2270633383043881,0.6435521607082682,0.78312350054158,3.6921462209335355e-05,64.26451969146729
47,0.2304539210837463,0.6401919065641294,0.7806304908615262,3.1663952216191806e-05,62.45798683166504
48,0.2255587659005461,0.6400604948427184,0.7805327874861105,2.67658249108603e-05,62.42971158027649
49,0.22551113778147205,0.6430291517043925,0.7827361444407089,2.2241955744982176e-05,64.47711849212646
50,0.22620202652339277,0.6419559745481578,0.7819405446906877,1.810608356052984e-05,62.52886080741882
51,0.22446856056821757,0.6450435846423312,0.7842267410593597,1.4370768865395316e-05,63.32248020172119
52,0.22386727569432094,0.6434834096906468,0.783072595556982,1.10473556875405e-05,62.73722767829895
53,0.2251149832174696,0.643531367345864,0.7831081050617266,8.145937123557122e-06,62.15677738189697
54,0.2251829728997987,0.6440385873944482,0.783483541484451,5.675324686264149e-06,63.51794981956482
55,0.2233625327718669,0.6446279419019599,0.783919481699269,3.6430215444329557e-06,63.17198634147644
56,0.22484218221286248,0.6440000179514114,0.7834550011184305,2.0551997359102845e-06,62.82610106468201
57,0.22409795430199853,0.6439127053299387,0.7833903871443141,9.166814233422914e-07,64.80615854263306
58,0.22671479130613392,0.6449953373472171,0.7841910827387043,2.3092424942496857e-07,62.877371072769165
59,0.22490483203838613,0.6434210133957092,0.7830263920822629,1.083615697172746e-11,62.93053126335144
